0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
74.12037037037038,62.592592592592595,66.38888888888889,53.7962962962963,55.69444444444444,46.574074074074076,54.12037037037037,54.861111111111114,55.60185185185185,55.0,68.98148148148148,66.89814814814815,59.76851851851852,56.851851851851855,71.3425925925926,57.22222222222223,53.333333333333336,46.43518518518518,53.47222222222222,49.25925925925926,67.5462962962963,83.93518518518519,61.66666666666667,69.21296296296296,60.00000000000001,54.25925925925926,51.89814814814815,67.22222222222223,82.03703703703704,60.277777777777786,61.111111111111114,79.53703703703704,63.28703703703704,63.70370370370371,53.05555555555556,70.92592592592592,76.75925925925927,70.78703703703704,71.94444444444446,67.82407407407408,60.18518518518518,54.166666666666664,57.12962962962963,59.95370370370371,51.25,61.620370370370374,53.98148148148148,65.60185185185185,52.91666666666667,67.17592592592592,70.92592592592592,49.583333333333336,49.861111111111114,64.62962962962963,66.85185185185185,58.24074074074074,56.157407407407405,64.25925925925927,69.9074074074074,65.13888888888889,74.30555555555556
74.12037037037038,62.592592592592595,66.38888888888889,53.7962962962963,55.69444444444444,46.574074074074076,54.12037037037037,54.861111111111114,55.60185185185185,55.0,68.98148148148148,66.89814814814815,59.76851851851852,56.851851851851855,71.3425925925926,57.22222222222223,53.333333333333336,46.43518518518518,53.47222222222222,49.25925925925926,67.5462962962963,83.93518518518519,61.66666666666667,69.21296296296296,60.00000000000001,54.25925925925926,51.89814814814815,67.22222222222223,82.03703703703704,60.277777777777786,61.111111111111114,79.53703703703704,63.28703703703704,63.70370370370371,53.05555555555556,70.92592592592592,76.75925925925927,70.78703703703704,71.94444444444446,67.82407407407408,60.18518518518518,54.166666666666664,57.12962962962963,59.95370370370371,51.25,61.620370370370374,53.98148148148148,65.60185185185185,52.91666666666667,67.17592592592592,70.92592592592592,49.583333333333336,49.861111111111114,64.62962962962963,66.85185185185185,58.24074074074074,56.157407407407405,64.25925925925927,69.9074074074074,65.13888888888889,74.30555555555556
74.12037037037038,62.592592592592595,66.38888888888889,53.7962962962963,55.69444444444444,46.574074074074076,54.12037037037037,54.861111111111114,55.60185185185185,55.0,68.98148148148148,66.89814814814815,59.76851851851852,56.851851851851855,71.3425925925926,57.22222222222223,53.333333333333336,46.43518518518518,53.47222222222222,49.25925925925926,67.5462962962963,83.93518518518519,61.66666666666667,69.21296296296296,60.00000000000001,54.25925925925926,51.89814814814815,67.22222222222223,82.03703703703704,60.277777777777786,61.111111111111114,79.53703703703704,63.28703703703704,63.70370370370371,53.05555555555556,70.92592592592592,76.75925925925927,70.78703703703704,71.94444444444446,67.82407407407408,60.18518518518518,54.166666666666664,57.12962962962963,59.95370370370371,51.25,61.620370370370374,53.98148148148148,65.60185185185185,52.91666666666667,67.17592592592592,70.92592592592592,49.583333333333336,49.861111111111114,64.62962962962963,66.85185185185185,58.24074074074074,56.157407407407405,64.25925925925927,69.9074074074074,65.13888888888889,74.30555555555556
74.12037037037038,79.16666666666667,89.83333333333333,97.26666666666667,77.08333333333334,86.56666666666666,115.68333333333334,72.08333333333334,63.42592592592593,78.7962962962963,75.16666666666667,73.93518518518519,94.41666666666666,92.05,80.45,65.92592592592592,72.31481481481481,78.36666666666667,86.28333333333333,98.23333333333332,93.16666666666666,104.76666666666665,74.58333333333334,53.42592592592593,68.61111111111111,67.82407407407408,68.05555555555556,69.86111111111111,74.33333333333333,95.25,79.62962962962963,83.24074074074073,73.37962962962963,76.62037037037038,72.03703703703704,65.0,77.45370370370371,75.97222222222223,73.33333333333333,96.91666666666666,87.39999999999999,74.12037037037038,72.12962962962963,73.98148148148148,70.41666666666667,76.71296296296296,74.75,75.93333333333334,77.08333333333334,75.97222222222223,70.64814814814815,81.48148148148148,84.33333333333334,70.46296296296296,70.46296296296296,73.8425925925926,66.85185185185185,77.22222222222223,84.16666666666666,70.32407407407408,80.37037037037038
74.12037037037038,79.16666666666667,79.53703703703704,87.31481481481482,63.10185185185185,45.37037037037037,40.27777777777778,59.16666666666667,61.71296296296296,56.89814814814815,50.87962962962963,46.574074074074076,51.342592592592595,49.629629629629626,47.5462962962963,42.5,45.50925925925926,45.092592592592595,46.80555555555555,43.888888888888886,66.99074074074073,72.08333333333333,63.24074074074075,67.31481481481481,67.63888888888889,54.95370370370371,49.629629629629626,61.342592592592595,58.93518518518519,54.675925925925924,65.46296296296296,62.638888888888886,62.26851851851852,56.94444444444445,50.97222222222222,59.120370370370374,65.78703703703704,62.12962962962963,55.78703703703704,60.97222222222222,57.5462962962963,48.888888888888886,52.12962962962963,54.39814814814815,53.47222222222222,57.96296296296296,51.20370370370371,47.22222222222222,49.30555555555556,57.12962962962963,57.68518518518519,56.71296296296296,40.50925925925926,68.14814814814815,67.82407407407408,59.027777777777786,50.46296296296296,84.25925925925927,85.0462962962963,77.68518518518519,56.66666666666667
74.12037037037038,62.592592592592595,66.38888888888889,53.7962962962963,55.69444444444444,46.574074074074076,54.12037037037037,54.861111111111114,55.60185185185185,55.0,68.98148148148148,66.89814814814815,59.76851851851852,56.851851851851855,71.3425925925926,57.22222222222223,53.333333333333336,46.43518518518518,53.47222222222222,49.25925925925926,67.5462962962963,83.93518518518519,61.66666666666667,69.21296296296296,60.00000000000001,54.25925925925926,51.89814814814815,67.22222222222223,82.03703703703704,60.277777777777786,61.111111111111114,79.53703703703704,63.28703703703704,63.70370370370371,53.05555555555556,70.92592592592592,76.75925925925927,70.78703703703704,71.94444444444446,67.82407407407408,60.18518518518518,54.166666666666664,57.12962962962963,59.95370370370371,51.25,61.620370370370374,53.98148148148148,65.60185185185185,52.91666666666667,67.17592592592592,70.92592592592592,49.583333333333336,49.861111111111114,64.62962962962963,66.85185185185185,58.24074074074074,56.157407407407405,64.25925925925927,69.9074074074074,65.13888888888889,74.30555555555556
74.12037037037038,79.16666666666667,107.13333333333333,107.4,77.77777777777777,100.11666666666667,104.70000000000002,107.06666666666668,81.2962962962963,123.38333333333333,81.52777777777777,96.56666666666666,124.98333333333335,113.65,87.18333333333334,68.6574074074074,63.00925925925927,81.41666666666667,75.37037037037038,115.53333333333335,96.63333333333333,113.1,88.36666666666667,58.42592592592593,66.01851851851852,70.78703703703704,73.8425925925926,77.31481481481481,107.26666666666667,110.25,94.72222222222223,115.25,117.61666666666667,83.65740740740742,69.9074074074074,68.19444444444444,82.77777777777777,104.06666666666666,94.0,85.86666666666667,70.41666666666667,77.17592592592592,80.83333333333334,88.36666666666667,75.32407407407408,74.30555555555556,74.86111111111111,82.5,82.22222222222223,76.2962962962963,69.21296296296296,77.03703703703704,87.22222222222223,74.44444444444444,76.15740740740742,81.25,83.14814814814815,80.13888888888889,86.71296296296296,76.48148148148148,85.87962962962963
74.12037037037038,79.16666666666667,79.53703703703704,87.31481481481482,63.10185185185185,45.37037037037037,40.27777777777778,59.16666666666667,61.71296296296296,56.89814814814815,50.87962962962963,46.574074074074076,51.342592592592595,49.629629629629626,47.5462962962963,42.5,45.50925925925926,45.092592592592595,46.80555555555555,43.888888888888886,66.99074074074073,72.08333333333333,63.24074074074075,67.31481481481481,67.63888888888889,54.95370370370371,49.629629629629626,61.342592592592595,58.93518518518519,54.675925925925924,65.46296296296296,62.638888888888886,62.26851851851852,56.94444444444445,50.97222222222222,59.120370370370374,65.78703703703704,62.12962962962963,55.78703703703704,60.97222222222222,57.5462962962963,48.888888888888886,52.12962962962963,54.39814814814815,53.47222222222222,57.96296296296296,51.20370370370371,47.22222222222222,49.30555555555556,57.12962962962963,57.68518518518519,56.71296296296296,40.50925925925926,68.14814814814815,67.82407407407408,59.027777777777786,50.46296296296296,84.25925925925927,85.0462962962963,77.68518518518519,56.66666666666667
74.12037037037038,62.592592592592595,66.38888888888889,53.7962962962963,55.69444444444444,46.574074074074076,54.12037037037037,54.861111111111114,55.60185185185185,55.0,68.98148148148148,66.89814814814815,59.76851851851852,56.851851851851855,71.3425925925926,57.22222222222223,53.333333333333336,46.43518518518518,53.47222222222222,49.25925925925926,67.5462962962963,83.93518518518519,61.66666666666667,69.21296296296296,60.00000000000001,54.25925925925926,51.89814814814815,67.22222222222223,82.03703703703704,60.277777777777786,61.111111111111114,79.53703703703704,63.28703703703704,63.70370370370371,53.05555555555556,70.92592592592592,76.75925925925927,70.78703703703704,71.94444444444446,67.82407407407408,60.18518518518518,54.166666666666664,57.12962962962963,59.95370370370371,51.25,61.620370370370374,53.98148148148148,65.60185185185185,52.91666666666667,67.17592592592592,70.92592592592592,49.583333333333336,49.861111111111114,64.62962962962963,66.85185185185185,58.24074074074074,56.157407407407405,64.25925925925927,69.9074074074074,65.13888888888889,74.30555555555556
78.88888888888889,84.55,151.16666666666666,73.91666666666667,62.638888888888886,62.5,52.592592592592595,57.083333333333336,77.87037037037038,98.43333333333334,69.53703703703704,75.50925925925927,100.53250675568273,144.43862660944205,169.5,78.78333333333333,66.20370370370371,121.6,174.33333333333334,114.28333333333333,76.71296296296296,95.2314814814815,102.72023525671594,100.74582737243682,100.6611031632491,100.25,74.07407407407408,69.25925925925927,96.11317755523764,140.737339055794,91.06481481481481,94.55937052932761,97.28723573358766,81.76283579717057,84.41201716738198,63.14814814814815,66.99074074074075,148.11187410586552,80.13888888888889,74.44444444444444,78.56481481481482,72.68518518518519,66.66666666666667,78.56481481481482,83.47222222222223,79.21296296296296,94.51851851851852,73.00925925925927,67.03703703703704,98.1723096487045,119.17453505007153,105.66666666666666,69.12037037037038,72.82407407407408,60.60185185185185,91.99189318073438,81.43518518518519,74.02777777777779,105.57669686854237,198.44635193133047,98.91666666666667
