lagday0,lagday1,lagday2,lagday3,lagday4,lagday5,lagday6,lagday7,lagday8,lagday9,lagday10,lagday11,lagday12,lagday13,lagday14,lagday15,lagday16,lagday17,lagday18,lagday19,lagday20,lagday21,lagday22,lagday23,lagday24,lagday25,lagday26,lagday27,lagday28,lagday29,lagday30,lagday31,lagday32,lagday33,lagday34,lagday35,lagday36,lagday37,lagday38,lagday39,lagday40,lagday41,lagday42,lagday43,lagday44,lagday45,lagday46,lagday47,lagday48,lagday49,lagday50,lagday51,lagday52,lagday53,lagday54,lagday55,lagday56,lagday57,lagday58,lagday59,lagday60
7.619,7.926,7.32,6.676,4.955,4.468999999999999,8.232999999999999,11.035,7.822999999999999,7.608,9.014,10.679,11.398,8.856,5.5420000000000025,6.54,7.41,11.136,4.967,7.6610000000000005,10.626,7.7029999999999985,8.674,15.048,10.192,6.537999999999999,4.178,8.079,5.711,8.112,8.365,5.079,8.758,12.068,10.626,7.5470000000000015,10.635,7.865,5.227,16.733,11.494000000000002,9.592,6.928999999999999,8.557,13.311,8.654,8.164,9.019,9.327,12.294,8.414,6.436,3.068,6.7360000000000015,6.556,4.293,3.214,6.252999999999999,6.441,6.876,9.343
7.619,1.9609999999999999,3.965,4.84,2.7489999999999997,1.966,3.036,5.292000000000002,5.103,5.263,3.383,4.8260000000000005,3.3089999999999997,4.891,3.5,12.974,15.962,4.49,6.5920000000000005,6.496,5.725,1.903,5.252000000000002,9.947000000000001,6.994,3.738,1.931,3.1510000000000002,3.1630000000000003,2.521,2.952,0.9840000000000001,2.076,2.58,4.475,3.362,5.568,4.798,5.51,2.009,1.82,7.859,7.285,7.789,10.511,4.902,3.987,3.513,4.67,3.247,5.492999999999999,6.3770000000000024,3.574,4.739,10.905,7.369,4.452,3.194,3.321,3.406,8.912
7.619,4.274,4.731,4.942,5.5470000000000015,5.749,5.287999999999999,2.2969999999999997,6.6370000000000005,6.705,4.803,6.4079999999999995,7.8,4.755,5.921,7.928,5.9079999999999995,7.956,5.7360000000000015,4.782,7.3279999999999985,7.9220000000000015,6.568,7.192,4.913,9.47,6.62,8.75,5.8370000000000015,5.141,11.234000000000002,8.75,7.084,5.003,3.872,4.1,3.8,5.072,3.5589999999999997,3.1260000000000003,4.008,4.163,2.526,2.11,5.119,7.319,6.1,3.36,4.207,4.2780000000000005,4.83,5.278,5.6110000000000015,7.504,4.041,3.74,3.989,6.226,5.766,4.1110000000000015,3.0980000000000003
7.619,4.651,6.89,4.806,3.082,6.3610000000000015,5.829,3.74,10.927999999999999,8.43,3.8339999999999996,9.369,11.755,4.761,8.187999999999999,7.6389999999999985,5.229,4.313,6.886,8.089,7.524,8.253,6.6129999999999995,11.481,8.734,3.9810000000000003,4.581,5.9670000000000005,7.747000000000001,4.289,5.558,2.35,2.3280000000000003,3.2960000000000003,3.373,5.072,3.8,5.0889999999999995,5.932,9.972999999999999,6.169,5.67,6.541,5.334,4.721,6.2079999999999975,2.7030000000000003,3.497,5.275,2.76,5.695,7.1129999999999995,3.245,4.73,5.292999999999998,12.468,11.755,7.162000000000001,9.561,7.9570000000000025,6.017
6.287000000000001,10.279000000000002,14.44,18.047,16.736,12.4,10.16,9.979,7.12,12.95,9.724,10.728,9.355,10.317,7.146,6.564,9.164,9.936,6.53,8.193999999999999,7.925,6.928999999999999,10.720999999999998,7.3610000000000015,7.125,13.119000000000002,7.807,11.395,8.783,7.04,8.496,8.111,7.359,8.82,7.4,10.873,14.534,12.157,11.494000000000002,11.950999999999999,9.679,5.47,6.106,13.731,13.595999999999998,13.097999999999999,17.429000000000002,13.782,12.963,10.987,12.274000000000001,15.663,12.77,6.871,8.44,5.733,8.232000000000001,11.487,12.624,17.396,11.755
5.867999999999999,3.925,3.411,1.8219999999999998,5.468,5.737,4.883,5.564,4.928,5.604,4.2810000000000015,4.11,4.614,2.209,3.2289999999999996,1.774,4.787,5.388999999999999,5.981,5.065,6.851,6.412999999999999,3.0189999999999997,3.3160000000000003,4.2780000000000005,5.72,5.875,5.0169999999999995,6.27,5.814,6.117000000000001,5.814,5.428,4.604,5.327000000000001,7.369,7.307,5.159,4.553999999999999,2.907,6.0729999999999995,4.816,4.637,3.2239999999999998,4.336,5.0760000000000005,6.0470000000000015,5.024,5.682,2.872,5.854,5.1339999999999995,4.02,6.1160000000000005,6.183,5.7620000000000005,4.493,6.403,5.2,7.402,6.935
5.867999999999999,3.925,3.411,1.8219999999999998,5.468,5.737,4.883,5.564,4.928,5.604,4.2810000000000015,4.11,4.614,2.209,3.2289999999999996,1.774,4.787,5.388999999999999,5.981,5.065,6.851,6.412999999999999,3.0189999999999997,3.3160000000000003,4.2780000000000005,5.72,5.875,5.0169999999999995,6.27,5.814,6.117000000000001,5.814,5.428,4.604,5.327000000000001,7.369,7.307,5.159,4.553999999999999,2.907,6.0729999999999995,4.816,4.637,3.2239999999999998,4.336,5.0760000000000005,6.0470000000000015,5.024,5.682,2.872,5.854,5.1339999999999995,4.02,6.1160000000000005,6.183,5.7620000000000005,4.493,6.403,5.2,7.402,6.935
5.867999999999999,3.925,3.411,1.8219999999999998,5.468,5.737,4.883,5.564,4.928,5.604,4.2810000000000015,4.11,4.614,2.209,3.2289999999999996,1.774,4.787,5.388999999999999,5.981,5.065,6.851,6.412999999999999,3.0189999999999997,3.3160000000000003,4.2780000000000005,5.72,5.875,5.0169999999999995,6.27,5.814,6.117000000000001,5.814,5.428,4.604,5.327000000000001,7.369,7.307,5.159,4.553999999999999,2.907,6.0729999999999995,4.816,4.637,3.2239999999999998,4.336,5.0760000000000005,6.0470000000000015,5.024,5.682,2.872,5.854,5.1339999999999995,4.02,6.1160000000000005,6.183,5.7620000000000005,4.493,6.403,5.2,7.402,6.935
5.0360000000000005,7.49,6.367000000000001,19.055,16.492,14.325,12.248,10.067,8.738,10.115,21.184,18.801,4.842,6.412999999999999,11.206,6.187,16.894000000000002,11.173,11.591,13.905999999999999,13.835,11.467,12.414000000000001,8.434,5.638999999999999,6.3329999999999975,5.22,5.047,9.637,16.586,14.419,13.587,7.274,10.975999999999999,7.757999999999999,8.789,9.014,6.224,4.441,10.408,10.314,9.593,7.237999999999999,6.563,5.797999999999999,6.055,5.558,10.414000000000001,9.891,6.176,7.5,7.063,10.398,12.945,9.475,5.144,5.518,8.036,9.328,4.631,7.6179999999999986
5.0360000000000005,7.49,6.367000000000001,19.055,11.06,12.515999999999998,6.8020000000000005,11.282,14.020999999999999,7.98,12.499,9.72,4.595,2.7319999999999998,5.975,5.377999999999999,10.805,11.78,5.9570000000000025,8.208,8.626,4.904,8.353,8.618,2.863,6.18,6.567,5.7,6.275,7.97,4.538,8.017000000000001,7.2520000000000024,5.341,7.41,9.2,7.591,9.593,7.4929999999999986,4.998,6.553,7.27,5.974,7.415,6.348,5.482,7.6370000000000005,8.831,4.497,6.992000000000001,8.297,6.391,8.369,8.541,7.642,7.669,11.015,13.735999999999999,13.244000000000002,7.897,4.6960000000000015
5.0360000000000005,7.49,6.367000000000001,19.055,24.548000000000002,13.205,4.1819999999999995,8.024,7.223,4.4430000000000005,28.791,12.747,4.842,6.412999999999999,11.206,16.989,19.858,10.224,16.500999999999998,8.094,7.5070000000000014,12.241,16.221,7.81,3.543,4.062,5.662999999999999,11.435,6.931,7.007999999999999,5.211,3.5980000000000003,4.505,4.622,7.4689999999999985,8.941,10.027999999999999,3.365,4.649,9.424,6.4179999999999975,5.605,4.624,8.351,8.603,7.319,12.117,14.821,13.479000000000001,9.777999999999999,4.993,5.246,19.503,10.048,7.518,5.7989999999999995,5.601,5.041,5.396,7.155,5.185
5.0360000000000005,7.49,6.367000000000001,19.055,7.4510000000000005,9.291,3.904,3.687,10.995999999999999,2.6830000000000003,3.76,4.067,4.595,2.7319999999999998,5.975,6.007999999999999,5.529,5.7920000000000025,6.475,6.716,7.657,9.181000000000001,7.306,5.313,6.871,8.091000000000001,4.581,8.058,6.275,5.845,4.257,5.452999999999999,6.183,5.6579999999999995,3.6319999999999997,6.609,7.777,9.368,7.9860000000000015,6.334,7.331,7.619,4.274,4.731,4.942,5.5470000000000015,5.749,5.287999999999999,2.2969999999999997,6.6370000000000005,6.705,4.803,6.4079999999999995,7.8,4.755,5.921,7.928,5.9079999999999995,7.956,5.7360000000000015,4.782
5.0360000000000005,7.49,6.367000000000001,19.055,6.047999999999999,9.37,6.175,6.756,8.27,12.875,5.944,5.311,4.595,2.7319999999999998,5.975,2.674,6.694,7.6960000000000015,7.766,6.742000000000001,6.519,3.207,4.779,5.855,3.948,6.428999999999999,4.75,7.557,4.465,5.506,3.676,3.2230000000000003,5.1339999999999995,3.96,5.87,8.013,5.9,6.976,6.412999999999999,5.265,5.665,7.619,4.24,5.4879999999999995,5.8820000000000014,7.725,5.5,7.46,5.6229999999999976,5.322,7.834,4.077,6.4170000000000025,7.718,5.452999999999999,4.435,6.176,10.932,8.89,5.5020000000000024,4.541
5.0360000000000005,7.49,6.367000000000001,19.055,32.604,24.129,15.892000000000001,40.009,42.663999999999994,34.728,19.738,7.744,4.595,2.7319999999999998,5.975,5.559,6.402,4.21,6.751,6.994,4.651,2.9010000000000002,3.7510000000000003,5.76,6.205,2.7739999999999996,2.11,5.914,4.292,5.845,3.8080000000000003,3.054,4.166,7.689,7.24,12.443,5.53,5.979,6.022,5.575,3.569,4.784,6.211,11.309000000000001,4.812,4.335,10.368,9.905,6.218,5.15,7.621,7.79,8.174,7.807,8.356,7.685,12.974,15.962,14.248,5.718,7.057
5.0360000000000005,7.49,6.367000000000001,19.055,5.228,9.343,5.348,5.5020000000000024,5.751,5.412000000000001,5.295,4.253,4.595,2.7319999999999998,5.975,4.828,6.68,6.0360000000000005,4.544,6.791,6.053,4.551,4.823,4.1,3.003,3.5669999999999997,4.752,3.908,2.6430000000000002,5.192,3.39,2.8689999999999998,1.913,5.692,5.9,7.501,6.053999999999999,6.276,5.306,4.803,5.567,5.537999999999999,3.103,4.7989999999999995,4.703,3.5780000000000003,4.2589999999999995,5.046,4.7589999999999995,5.5120000000000005,7.405,5.044,5.903,6.492999999999999,4.285,3.695,4.945,9.525,6.5120000000000005,6.73,5.131
5.0360000000000005,7.49,6.367000000000001,19.055,20.945,10.319,7.2479999999999976,7.9910000000000005,5.643,5.555,29.404,14.757,4.842,6.412999999999999,11.206,13.695,19.491,10.919,14.825,9.662,7.715,6.096,8.192,8.054,5.142,6.15,9.091000000000001,9.274,3.9219999999999997,4.317,5.545,4.602,3.4789999999999996,5.018,6.46,6.877999999999999,7.853,4.002,3.0580000000000003,11.165999999999999,8.289,6.942,3.573,6.085,7.245,6.421,8.229,12.625,7.907,8.157,4.5089999999999995,4.362,12.777000000000001,13.232000000000001,6.784,4.89,5.404,4.676,4.95,6.678,4.453
5.0360000000000005,7.49,6.367000000000001,19.055,23.980999999999998,17.554000000000002,12.295,20.96,14.782,8.282,7.093999999999999,15.862,16.34,14.122,11.206,6.49,4.891,10.026,9.78,8.716000000000001,12.137,18.819000000000006,14.872,12.208,7.921,5.599,2.886,3.678,9.45,11.359000000000002,16.099,19.12,16.865,13.239,8.456,9.937999999999999,7.563,8.652999999999999,6.862,6.096,4.23,7.784,7.164,4.431,4.49,5.3770000000000024,6.347,4.8660000000000005,6.19,5.949,11.123,6.694,5.3870000000000005,10.038,13.185,7.84,3.778,10.889000000000001,12.687000000000001,8.455,3.655
5.0360000000000005,7.49,6.367000000000001,19.055,23.316999999999997,25.026,15.936,22.234,15.015,12.081,16.732,22.447,4.842,6.412999999999999,11.206,8.441,6.215,11.887,11.036,9.696,15.032,21.717,18.123,12.083,4.247,5.265,4.016,4.1960000000000015,9.349,13.788,25.313000000000002,18.265,9.328,6.546,7.556,11.196,9.571,9.934,8.298,8.965,6.305,8.93,8.837,6.3729999999999976,5.357,6.914,7.631,7.353,6.7970000000000015,6.466,10.995,6.316,6.513,12.668,12.772,8.808,5.356,12.834000000000001,15.002,9.923,4.845
5.0360000000000005,7.49,6.367000000000001,19.055,32.604,24.129,15.892000000000001,40.009,42.663999999999994,34.728,19.738,7.744,4.595,2.7319999999999998,5.975,5.559,6.402,4.21,6.751,6.994,4.651,2.9010000000000002,3.7510000000000003,5.76,6.205,5.825,7.843,6.567,6.596,5.845,3.8080000000000003,3.054,4.166,7.689,7.24,12.443,5.53,5.979,6.022,5.575,3.569,4.784,6.211,11.309000000000001,4.812,4.335,10.368,9.905,6.218,5.15,7.621,7.79,8.174,7.807,8.356,7.685,11.62,26.802,14.248,5.718,7.057
5.0360000000000005,7.49,6.367000000000001,19.055,20.945,10.319,7.2479999999999976,7.9910000000000005,5.643,5.555,29.404,14.757,4.842,6.412999999999999,11.206,13.695,19.491,10.919,14.825,9.662,7.715,6.096,8.192,8.054,5.142,6.15,9.091000000000001,9.274,3.9219999999999997,4.317,5.545,4.602,3.4789999999999996,10.693,8.517999999999999,6.877999999999999,7.853,4.002,3.0580000000000003,11.165999999999999,8.289,6.942,3.573,6.085,7.245,6.421,8.229,12.625,7.907,8.157,4.5089999999999995,4.362,12.777000000000001,13.232000000000001,6.784,4.89,5.404,4.676,4.95,6.678,4.453
5.0360000000000005,7.49,6.367000000000001,19.055,11.225,16.418,13.793,8.641,7.495,8.017999999999999,6.771,4.334,4.595,2.7319999999999998,5.975,4.677,5.604,3.5669999999999997,4.256,3.614,3.4139999999999997,0.868,2.602,2.7239999999999998,3.1519999999999997,6.358,7.649,3.446,5.027,4.39,2.2880000000000003,3.338,5.192,5.6160000000000005,5.24,7.185,4.864,4.172,4.51,4.16,3.944,7.619,1.9609999999999999,3.965,4.84,2.7489999999999997,1.966,3.036,5.292000000000002,5.103,5.263,3.383,4.8260000000000005,3.3089999999999997,4.891,3.5,12.974,15.962,4.49,6.5920000000000005,6.496
5.0360000000000005,7.49,6.367000000000001,19.055,18.938,14.993,7.794,13.275,16.795,5.806,5.034,6.7070000000000025,4.595,2.7319999999999998,5.975,4.418,3.5980000000000003,4.967,6.225,5.41,11.860999999999999,24.241,9.713,10.812000000000001,9.424,4.8389999999999995,4.157,3.372,2.873,9.619,14.684000000000001,26.86,22.666999999999998,10.655999999999999,9.587,7.528,6.511,9.283,6.121,7.046,4.676,4.345,8.062000000000001,4.995,2.616,2.9010000000000002,4.573,8.626,6.2070000000000025,4.43,9.6,6.855,7.4620000000000015,5.2860000000000005,6.99,4.118,12.974,15.962,5.2120000000000015,9.791,6.992000000000001
5.0360000000000005,7.49,6.367000000000001,19.055,18.372,18.287,12.282,14.543,16.576,13.314,11.568,10.296,4.595,2.7319999999999998,5.975,11.794,5.6670000000000025,5.421,13.832,11.23,14.465,10.862,6.914,10.329,10.142000000000001,6.9239999999999995,4.8389999999999995,2.392,3.8680000000000003,3.103,5.704,10.481,16.557000000000002,17.407,11.277999999999999,10.49,7.73,8.712,6.269,5.742999999999999,5.685,5.704,5.4220000000000015,6.7410000000000005,5.26,4.413,4.508,4.6160000000000005,5.755,6.88,10.749,7.4,10.026,14.715,17.421,11.907,4.4110000000000005,3.3489999999999998,13.472000000000001,9.719,12.561
5.0360000000000005,7.49,6.367000000000001,19.055,18.938,14.993,7.794,13.275,16.795,5.806,5.034,6.7070000000000025,4.595,2.7319999999999998,5.975,4.418,3.5980000000000003,4.967,6.225,5.41,11.860999999999999,24.241,9.713,10.812000000000001,9.424,4.8389999999999995,4.157,3.372,2.873,9.619,14.684000000000001,26.86,22.666999999999998,10.655999999999999,9.587,7.528,6.511,9.283,6.121,7.046,4.676,4.345,8.062000000000001,4.995,2.616,2.9010000000000002,4.573,8.626,6.2070000000000025,4.43,9.6,6.855,7.4620000000000015,5.2860000000000005,6.99,4.118,5.48,6.162000000000001,5.2120000000000015,9.791,6.992000000000001
5.0360000000000005,7.49,6.367000000000001,19.055,18.252,16.684,19.367,12.672,10.690999999999999,17.897000000000006,29.993000000000002,25.354,4.842,6.412999999999999,11.206,5.757999999999999,14.825,18.215999999999998,13.376,15.34,15.606,11.536,14.085,11.142999999999999,6.367999999999999,5.852,6.365,11.409,14.017999999999999,17.355,15.637,20.756,14.780999999999999,10.770999999999999,10.503,9.709,9.67,7.355,4.655,8.774,9.036,7.619,7.926,7.32,6.676,4.955,4.468999999999999,8.232999999999999,11.035,7.022,7.608,9.014,10.679,11.398,8.856,5.5420000000000025,6.54,7.41,11.136,4.967,7.6610000000000005
